repo,reponame,commit_hash
huang-yh/SelfOcc,SelfOcc,1658c2afd464e30408ee61925da55d27538427e6
Amirtheahmed/ddd-cqrs-fastapi,ddd-cqrs-fastapi,4e478913444a342489936d85f51f793eaa8adfd7
Qualcomm-AI-research/geometric-algebra-transformer,geometric-algebra-transformer,6afc26f26b8fcf51136ae8c1d264a36e14b6e497
Khushiyant/dockerpulse,dockerpulse,0e039052643a46c357eb5f0ab15ad2932880c411
ZS-YANG/FemtoDet-v3,FemtoDet-v3,ec1b0727a4cdee3efb61142dcc8be3dda0b85502
multimodallearning/DG-TTA,DG-TTA,09df229d66d87383e9ad8c8ab132874cc67f0df1
bmrussell/LGBattery,LGBattery,0f6f6d4104f211e238dad315b7878d4b914b04a5
lightly-ai/labelformat,labelformat,9db9d17adc68fcbbaca57fc5c4f36d70c79c4e3e
Hritikbansal/videocon,videocon,9a69520874644325f499cdaefd4eb2858048e350
laixintao/mactop,mactop,1c848fa8c75ca23c7f324e22eacbd499ed42a17a
Wangyuhao06/2022-adhoc,2022-adhoc,c0f675dcf99609f0833f6cfac349e3163754b25f
shercoo/RGDiffSR,RGDiffSR,6190897538da55d84f5b12ea51d93c4c86f75204
minghanqin/LangSplat,LangSplat,eda172836c6765d477717eb1595795a739565fbb
u2seg/U2Seg,U2Seg,8e9c709e5f48c5c22de44291ca6ee6d5a4e12a85
Chris10M/Ev2Hands,Ev2Hands,3d9341bf489607090c75be190a088284b5ea83d3
junhoyeo/BetterOCR,BetterOCR,765fffe2988384e0775124b48b6d3b3ad1dbf069
Sllambias/yucca,yucca,d7fd735906c278d14e7233a3b9b8eda487dd3f32
TACJu/MaXTron,MaXTron,884748e8bc58103ed0d7e03ad093b504d7573110
ManiMozaffar/cfcrawler,cfcrawler,29a8f8f7e44e0aa38c3920e84877509d4fe5ebd8
owkin/fedeca,fedeca,a6ec22c6e261f3bf23c2fcf3dcf167ecf7973250
wwxu21/CUT,CUT,bb1d5de6f15598b4fbff9af3124ddda62b930bfa
TaoHuang13/diffusion_reward,diffusion_reward,c08a7fd5f0dce4e5d6aabc4ff852501623f9c445
RWTH-EBC/vclibpy,vclibpy,5a6aa7bc2f398254ac881e4cc5cbacd6b68d61c8
WCGKING/KINGUSERBOT,KINGUSERBOT,f43d5fa72ba0652a57504a9d258a618d659cda29
acman/py_june,py_june,8aa55e838d61184a61d16a6f11b3d9292eb6100b
neuralinternet/compute-subnet,compute-subnet,303b31e117b40bca2263ae930dee21e34968ffff
codefuse-ai/CodeFuse-ModelCache,CodeFuse-ModelCache,e053e0d57b532d4ad9378d2f31bb85a009b77d64
AlexandrErohin/home-assistant-flightradar24,home-assistant-flightradar24,6a2dbc75cfa4df01b08f70cbd40e91e84cd5ded3
fu-feng/GRL,GRL,295c24e0165dba126e392f20be56e623098487c3
G3VV/Yank,Yank,66548427e94222bb5c4c8591425128a935dedebb
bytedance/ImageDream,ImageDream,26c3972e586f0c8d2f6c6b297aa9d792d06abebb
kai-wen-yang/QVix,QVix,ed266a879e9e20e57c2971370b453d9f0ef5c60a
ethansmith2000/LoraNorm,LoraNorm,93b184d0d9a0817fe30860c3c25b72a7d718257e
zhaoyizhou1123/mbrcsl,mbrcsl,89863177e46b7d58c27bc2369376a5718299279b
mklissa/dceo,dceo,2fb85623898a7b3dc51c5ac9e42c808e3489b166
pentestmuse-ai/pentest-muse-cli,pentest-muse-cli,69fc99dc864e97aa37ad78c1058d71cb9e34a2d5
hitz-zentroa/This-is-not-a-Dataset,This-is-not-a-Dataset,b5c3dd8278bf0f13dfc84a18b3c631848a4710dc
hsma-programme/Teaching_DES_Concepts_Streamlit,Teaching_DES_Concepts_Streamlit,dc55686170bc07c1f88163477d8ae1290f66b805
xxlong0/Wonder3D,Wonder3D,d894f827aa8c2917761a0dad3ab40df74c7a5b24
equilibration/equipy,equipy,65c608d604fd020d9fffc0aa57cc521be8c9456b
jaypyles/obsidian-to-bookstack,obsidian-to-bookstack,829b93801b036a9742b97d99f90e6d0c2944f36c
amadad/agentcy3,agentcy3,36a76daadd7159f8af3b9f177146d517612d02dd
Westlake-geeks/bilibili-livestream-slicer,bilibili-livestream-slicer,664c639ffcd55540617c94720a49d630ae4b4fb1
byeongjun-park/HarmonyView,HarmonyView,c4ac45037107f21c9568599c0b68fc6b88aee4ca
modelscope/normal-depth-diffusion,normal-depth-diffusion,5b99bfac604985fe0eb7877a6a9aa39ed81b7bd6
pkariz/grin-explorer,grin-explorer,84067fd7b07baa44ffcb93a0a6829ba07514e3e4
balewgize/skimmit,skimmit,0311a7ddcaa5241c22bdba7d6d457ada95ed6de8
BrianPugh/cyclopts,cyclopts,4116f6893de29f19f20bb866963e9ea63b43364e
KAIST-VICLab/From_Ground_To_Objects,From_Ground_To_Objects,bd4732a3b1b2db0bb8ab0b14ea703ebd5d60f6fa
Z4kSec/IoctlHunter,IoctlHunter,41163e61cc11c37d9c9d952545d958038059ef17
sehyunkwon/ICTC,ICTC,d82b769b54c47ae90bf3cdc8c2a6576a98fb864e
dan-r/HomeAssistant-Ohme,HomeAssistant-Ohme,5dd3c86dd598a5e90ddb88f78a01d801b6d20ad9
leeyuentuen/tibber_ev,tibber_ev,943dd0628b43455522de376cc25786e2f126f696
dcharatan/pixelsplat,pixelsplat,59d420a409cd0f059366808a9f956001536b55f1
nttcom/WASB-SBDT,WASB-SBDT,923462cacdeb3353b84ddebdedb3f4b7a8553b0f
suliman-99/django-seeding,django-seeding,4a379b301a7b2a0278c02ea6d2fce2bd62b9009f
hms-dbmi/CHIEF,CHIEF,e793fcfeebe4d382df6c36c1b2540936bff943c1
kadirnar/whisper-plus,whisper-plus,ad0f951c97b8dd32e653d2931bfd6d2f3721c546
TheDuckAI/DuckTrack,DuckTrack,8b008ca4d9b2acc366ce27afb0387489da83cc8e
sisl/SceneInformer,SceneInformer,82eae7d2b21c5e3ee42e42b397f21885d7c3ae86
zytedata/zyte-spider-templates,zyte-spider-templates,5a59f4584e660baad875b08e97bfe6ea6a61272d
Zjy0401/CoCoFormer,CoCoFormer,ccbd3d8e59659457a0c52a8d1a4a21dbae9026de
ziqipang/LM4VisualEncoding,LM4VisualEncoding,e34e91983459c2c00a379ed82128e3d464424412
3dlg-hcvc/cage,cage,fb4a70c980848149e3938dab02f85145712831eb
SH1ROd/Bert-VITS2-Integration-train-txt-infer,Bert-VITS2-Integration-train-txt-infer,f7a1a4df7694227c59522ae9a6c991e6375f124f
flatypus/flowchat,flowchat,b5ef86bcc73c22358b96f36506a382cfcc150fc4
Veridise/vanguard-aleo,vanguard-aleo,c14660a620dd7a87690103f27352923e76c2f002
xinghaochen/TinySAM,TinySAM,11589bc1d98c16cff046c31d5ad4cd90a30f0897
google-research/semivl,semivl,13ee65d6f27e197e0b55d987b346fc880fc811ca
gregorybchris/typogenetics,typogenetics,7909889e741f9c57da1fb68920076e0974273782
isce-framework/snaphu-py,snaphu-py,a6a341d8675ef5b65c34d35c2fe4fb9e8b965d66
StareAbyss/FoodsVsMouses_AutoAssistant,FoodsVsMouses_AutoAssistant,35e23fa26f072e1530e772cca1bb5e5f0209e49c
shibing624/chatgpt-webui,chatgpt-webui,65bde3d5c3185def19d80f5098a692e108ae3a7b
NixOS/nixpkgs-merge-bot,nixpkgs-merge-bot,3406b73d61bf12d75ffca00873c92b083592ea17
Hatins/DEOE,DEOE,534208292317c989343494eed55a95c970700094
TheJacksonLaboratory/geneweaver-boolean-algebra,geneweaver-boolean-algebra,e3354134dfc74783da82887cef62af1b8ccde2a6
AmgdGocha/DriveFS-Sleuth,DriveFS-Sleuth,a76e76cd38a75829df55c2b1a02ae7e6a4c6e014
sdebruyn/dbt-timescaledb,dbt-timescaledb,4eeacadbfeb4482da102c3452460a40cc453c4ea
camenduru/magicanimate-hf,magicanimate-hf,dfd818312e35f6a901554454ff10340d50d15bdd
KwaiKEG/KwaiAgents,KwaiAgents,3504ab8a00a3c3f5e5a4ccbd12dee64997f9561c
JerBouma/FinancePortfolio,FinancePortfolio,c2ec3578fabe364c7b1ae3b5371242e621e0c9c3
moshesipper/vae-torch-celeba,vae-torch-celeba,2323bec1d93cc0cb5076357f487c65997b5f241b
demirogun/pyethnobiology,pyethnobiology,dc804b150247c1a734f28a8a9d6163fbb1a988e2
jianchang512/stt,stt,441321d5e4a08ec2e782e9a192f6cb36b9113a2e
yunik1004/SAiD,SAiD,bb7b18018358d3156569d8051f386943744a5ea0
camenduru/AnyDoor-online-hf,AnyDoor-online-hf,196cdd9f40cccb2a89f44eac9a3f0428c0e6fd30
blazzbyte/OpenInterpreterUI,OpenInterpreterUI,3e9164e16a62b50999e2df254002e737fe94035c
WUSTL-CSPL/AntiFake,AntiFake,0eb55a12589ccf8480acef67ea2beec46bea15f3
onestepai/api_rag,api_rag,b29bd27f8cdde656b7f73dcf8e119c71bc9fbce9
microsoft/folx,folx,d3bf21094b5a3b43fea5e031f41fd0c739e533f3
trangdata/askalex,askalex,f0cbef263ccfd5a89412764f69da2acc2dfe7540
hitlic/deepepochs,deepepochs,9638c9e241c1b61ae6fac3295c7cbee31f45be71
dataaug/open-interpreter-free,open-interpreter-free,fb3407c272a9cd9e955421044545b087aa48db3c
bytedance/LapNet,LapNet,65101311fd1da759cd112b5f8f15e71d0520ed83
Skytliang/SpyGame,SpyGame,562c405d8e1a65f9cfdc63b049e8e1f781dd5606
strollby/graphene-directives,graphene-directives,068f2660ab207cbbb452114a525d64a4bc962ee8
racinette/querky,querky,1dc87dcffdd0b62a3ea8376855c6edc17502fa04
alibaba/CloudEval-YAML,CloudEval-YAML,78b22ffa74cd124d0d675499b4c704d9af3534c4
wuc9521/rep-flow,rep-flow,7d65756e2ea63ca89572a6362b37e2e37fbbce01
Kav-K/Described,Described,7e48d71a3dea5da360c7d5881651087eed4aa38d
koenhendriks/ha-button-plus,ha-button-plus,0a1e2d4bc476492d947b67106648935e781c7432
juliusmarkwei/auth-system,auth-system,3128776eed634f4a61deeeee8084747d0acdaa3d
zcczhang/UVD,UVD,e7d657a35912273604edeb1f1d7016bdfc206596
wilhelmagren/finq,finq,293486fa130b0b4a141abdc6878f774c893a33f3
allenai/ai2-olmo-eval,ai2-olmo-eval,2254e11606ad253375f35f955e16ff1fb8b46f4e
grski/bRAG,bRAG,ec4c9b50db60a521f4b28815998a651fb0c6e55d
FDUDSDE/MAGIC,MAGIC,aa0b647eea74b6faa0e52eb444370c4411a32cbe
eidolon-ai/eidOS,eidOS,9c32262ddddeb5e21cd3b48ec2004109fc0fac94
Mj23978/OpenServer,OpenServer,5be3532c676bb8455aa8587bd5e61abe23ba4756
nbasyl/LLM-FP4,LLM-FP4,0598c95c6a9214ef7df115abd7f02eceec307920
dalao-org/oneinstack-mirror-generator,oneinstack-mirror-generator,31bb6346964b5381e627a6a05c496dd566351b22
neuroglia-io/python-framework,python-framework,a8cb9cef481db93204a5ae859cda9a839b58c1a4
opisaac9001/TTS-With-ooba-and-voice,TTS-With-ooba-and-voice,2438dee15ccb0048420745662b009f7f840d0b07
KylinYee/R2-Talker-code,R2-Talker-code,b8556865219502763f1d899faa1ed0d5053cacc5
rohitsinghlab/sceodesic,sceodesic,46788be6b7282a965f5942dd580ffcc82b6a4ba8
Nearcyan/papers.day,papers.day,ee14557be46196ae9eec8862ba62586c3e8d539e
developmentseed/tipgstac,tipgstac,341e9a8c54ae01f2d5a4536e002d6be470a4f936
WolfgangFahl/dcm,dcm,24ce9f6fe2a8eebd944bfe4386721f2f654f63e0
andryyy/ehlocomputer,ehlocomputer,c0b03fbb24372f31f8e7a90edb2ff69985f8d486
amazon-science/tabsyn,tabsyn,cb5ac0f74ec36ee88e7a974a393dfbef50d42da7
Richard-Weiss/Bing-Creator-Image-Downloader,Bing-Creator-Image-Downloader,df80dfe0b03ea60494dd955f358869af73763236
dask-contrib/dask-databricks,dask-databricks,df8be093e028291933ad3d9e628802261f2458a7
microsoft/MathOctopus,MathOctopus,4d385db696c420b212ccf861fcfab13c1499a576
jianchang512/vocal-separate,vocal-separate,52df271986b3b974eee38b42abcf6fe16b2acc9f
carbonfact/lea,lea,a2cf2172cc3226a2de421fb3fdd80964a1b1aa2c
magic-research/magic-animate,magic-animate,e8e03faf87136999caca251922a229ded1afb505
MICLab-Unicamp/medpseg,medpseg,a66836a688176dc3a70b998947fbd4ceed066756
clessig/atmorep,atmorep,3efcb122842b7cd285cb3074f84b98ef9665a306
unitreerobotics/unitree_rl_gym,unitree_rl_gym,757b05158058a2a8005810c2bb2e1e8667cf3f17
Beckschen/3D-TransUNet,3D-TransUNet,9f18182f5f7b26fc81e2f2d70fb5c40ee8a58908
mileswyn/SAMIHS,SAMIHS,84446a10e1e54447832b441f7487d3a3b78c8a79
baaivision/Uni3D,Uni3D,2c28abaac2a098fed911baae103c0024824aabcb
JaeBinCHA7/DEMUCS-for-Speech-Enhancement,DEMUCS-for-Speech-Enhancement,371161ed39f05e7d537fcaa8c00f097a971208d9
0x00wolf/hkrsAI,hkrsAI,da6bd068b380dfc3ab26d23e477937b592001550
naver/bq-nco,bq-nco,b7f927faf1d87dca699361312471c10ecc8dd346
weijiawu/CisDQ,CisDQ,34317cd9888c4306e51a7bd568bc48ba9b1cdcc3
raphaelreme/koft,koft,1d3a65902e6929f7029cdc7e9acae1dfff60d543
thoddnn/open-datagen,open-datagen,b2115ed0a1e2c5ece4807b3665aabe2d130ee122
Gr-1m/AWD-Frame-ByGr1m,AWD-Frame-ByGr1m,e20589fed6df309929fe7324bd513029dc1a80f5
infinitelambda/diqu,diqu,7c03092a762e151038c7187d0f1665191b94ec44
vintagedave/Fontimize,Fontimize,be90de350a7808d811560aff325f9955b447a1c3
muyuworks/myla,myla,de368bbeb131979fa5e2f7d1c6972d8b15c81019
airalcorn2/paved2paradise,paved2paradise,3465e46715639014d6a363b1f90eae2f6ab90c2c
yfqiu-nlp/temporal-llms,temporal-llms,fabcd07d4342bef01460def7e48334e7f22192ae
Ganymede-Bio/bio-curve-fit,bio-curve-fit,3b01aa65d7e05707cbf819a8e8c167872363fa41
nillion-oss/tinysig,tinysig,a5244f59f06304a94c4011bb47f723269274b553
YyzHarry/shortcut-ood-fairness,shortcut-ood-fairness,970ddb5cef4df071e39c1f2e913c6b8899a4e489
solangii/MICS,MICS,041e81460e3dec82a8d05a3501848708785ebf96
har777/snek-evm,snek-evm,3e680300c08b0fce5310ce574ff5e0bcb8beeb6b
rafapablos/w4c23-rainai,w4c23-rainai,5d8c321c10145820119bcbc0cee3e0a1df5b4930
lc4337/avfcomp,avfcomp,8a24b79b064a473490453ca3691a9bcad499e3d0
ximinng/PyTorch-SVGRender,PyTorch-SVGRender,dadfbba692b7f8d5c14562a844917a875207d682
jidiai/Competition_RL4Stock,Competition_RL4Stock,0d34ceb9d28380e58de2ef4a191a6dd9fa5e403b
automl/PFNs,PFNs,fc8b2b55531e2157ce30e08e7943052d61f1b846
NVlabs/RADIO,RADIO,8b78a51ec7aea5849c13de3eab59f308dd4bfcc5
jianlanluo/SAQ,SAQ,df558088ee91021827b9443d0cf8fecfefef745d
mkshing/ziplora-pytorch,ziplora-pytorch,6871e5edfed28c933c9f107b4ad9a42c438bd000
mimo-x/Code-Review-GPT-Gitlab,Code-Review-GPT-Gitlab,28eee072e96e7834020b2bb1947369801a11ddd5
novex-ai/chatbot-confidential,chatbot-confidential,fb822e9b24edbb593d7fb21b2678c2d576fe424a
yk7333/d3po,d3po,40d31758048f62ff49814eaa0403d820493ad374
davecasp/add-thin,add-thin,aeb051349f130636dca1a90a5582289a29968bfe
monofy-org/monofy-ai,monofy-ai,439f906bc8001c1ada2606a0d038e6f82d35df5e
mariaalfaroc/a2s-transformer,a2s-transformer,7d95545faf39572595df17891a4d0ce54bc23577
JonatanNevo/better-iptables,better-iptables,6198a2a6f2aa280294b8f169ac8d9e96ce1de536
zhanggang001/HEDNet,HEDNet,8694e7f07e860416bd99dbf46f952b3e6b6c0c6f
JustRin/Stable-Video-Diffusion,Stable-Video-Diffusion,1ea3bbf9faadda248e4a8eccbfd5ffc6b899ba67
dagedarr/telegram-budget,telegram-budget,b28ccc93eefec6f310a469dd7c226ff459f4cfcd
thuml/iTransformer,iTransformer,a90f3a193139d6506bd1aaf4ed4c4cf4745b4fe4
yixinliu233/SIGNET,SIGNET,4c6799d89e8d2b1ecf06bbd33552a87ebe06c789
mentpy/mentpy,mentpy,0d0eb26c2242739cd5a0981f357018eb0a0bc647
AI-sandbox/HyperFast,HyperFast,ffdd4e1b121cb48a100910eb72c62efeaf5dbe62
weavel-ai/promptmodel-python,promptmodel-python,a3b8d1095bc3abfd463b92722b9efd945fe75ea3
pymike00/tinychat,tinychat,cade1f9146c7d7a57ec0d0248d13ca3478f8012d
UX-Decoder/LLaVA-Grounding,LLaVA-Grounding,668b7cc3d536ee721d09d04eeff56f8221d72e62
Genesis-Embodied-AI/RoboGen,RoboGen,486612cd0baa40857b561419c5a42fbb7e67724f
hiroi-sora/Umi-OCR_runtime_windows,Umi-OCR_runtime_windows,4b73b173f1a619077779ba87d42a7bdffabe383a
EulerSearch/embedding_studio,embedding_studio,e9e3ab7530a00f9e542d3d29da3175bee15e311d
camlsys/fl-project-template,fl-project-template,1a444172a443d5e659ad3bd4e9dc47a0cb1ff5e2
barseghyanartur/fake.py,fake.py,f47fed07ce1bba08925620861479e0052d0148ff
dangeng/visual_anagrams,visual_anagrams,70f4d5f3c6c3077a1e98ee46c9626cb7065edc9a
josejuanmartinez/mindcraft,mindcraft,e2516830e32f58751b72a25fc2f637dab71ab925
Improbable-AI/dexenv,dexenv,ad9634e9d26cf5555d18728244a58f5b412c1eb2
LeapLabTHU/Rank-DETR,Rank-DETR,9b0f28f7ad6d4db4a43d048a09b6741975380a83
kraina-ai/quackosm,quackosm,519949755ca1c39dd1bfbce23b6b22f39d967a3a
CrawlScript/Torch-MGDCF,Torch-MGDCF,e801e56ac16a4e73d3e179e117965c34c1736f77
facebookresearch/hgap,hgap,330d98d4e8025d20c708af4bdcefc90125e27614
toastdriven/django-microapi,django-microapi,dab8c071466bdcb326e1990984f6786e4b433382
wanghao-cst/Omni-VideoAssistant,Omni-VideoAssistant,d9b50f9dfed85eb1864bdd32bfda2bc7ac1fe542
indiefan/king_smith,king_smith,7e01359fdaed684dbc768678a591c845b67cf61d
lancopku/label-words-are-anchors,label-words-are-anchors,74b58040999c23285e4a1d221309398f14b0fe57
repeating/Binance-P2P-alerts-Telegram-bot,Binance-P2P-alerts-Telegram-bot,0801844f5f60b0b80b04ba2a6731b2c5ab88f672
happyapplehorse/ai-care,ai-care,0bc87673b4dc39307ecbb32107e63abc7fedb810
mmjing/BalancedOSDA,BalancedOSDA,f8181b95e77a025c00c3c8bbebdbca80c847bd4c
zju3dv/4K4D,4K4D,712eccb0e0eeef744c19eb221cfb424a2915b474
giu-guarino/R-PNN,R-PNN,bf07c3a584c91a901ebe874510b727d46f00d15d
Wolfsauge/async_summarize,async_summarize,e1e39b2ecc71096c1b8190f83343d5f0d50d77c2
iramluism/basel,basel,7dfe396a51b5a416a7f6400d81529a9a395cc32d
yolain/ComfyUI-Easy-Use,ComfyUI-Easy-Use,0daf114fe8870aeacfea484aa59e7f9973b91cd5
SinonApp/cansleep,cansleep,53157adecc652e71d5ee1947733b9ef764eabc50
oVo-HxBots/URLUploadBot,URLUploadBot,3fe929908cf271caaf239a6faa5f0e890f02a1b5
Jacoo-ai/HIC-Yolov5,HIC-Yolov5,a7e8b8196989abe8c4b74a027a4168b5869a4dce
gschramm/2023-MIC-ImageRecon-Shortcourse,2023-MIC-ImageRecon-Shortcourse,88f521c3792e18c3424acc76eaf5473a90a097c7
IBM/VillanDiffusion,VillanDiffusion,d010b7dce48b40c696e27d915c18625e280c35a2
blaise-tk/RVC_CLI,RVC_CLI,7ad2fa8226c3bfdd3315441f2b61cb5a7f6eeae1
bigai-nlco/langsuite,langsuite,820e067cc329840feade691d300761bc0cdc67da
RoboFlamingo/RoboFlamingo,RoboFlamingo,1475a07d043a62bb07ab11abfc71115bb72e2a16
smoores-dev/storyteller,storyteller,eb071619498b1984bf29f9fd2bb424c09df092cc
HKU-BAL/ClairS-TO,ClairS-TO,f762be71b0122e9349cb46c929e4343c2b87f3ff
resemble-ai/resemble-enhance,resemble-enhance,8e978149bfe8abab3eb77d965d579a111afdb0ff
megvii-research/WACV2024-SAFA,WACV2024-SAFA,497fe1d72972c79671688cde783b87f9170f6191
Aatrox103/SAP,SAP,8f2c4dfaad564a583bd476660740cf6082577b0e
henriquesebastiao/poupy,poupy,c2e51f13a08eda15977e7c0d09fce8c1e0c43158
Tps-F/rvc-onnx-test,rvc-onnx-test,5d4f3af6bce9ae1254ef008dc3ce9c7a2bc7a79e
HLTCHKUST/InstructAlign,InstructAlign,dac8a93428b16580f7fa688a04d6b36ae4139a65
bytesc/simple-erp-system,simple-erp-system,081ad4341b76ba69944dbe0682ef0b85bbeb2726
uezo/aiproxy,aiproxy,d5493a2d422f6d678afcd89758cd5aa0b8c2f7f4
SALT-NLP/Efficient_Unlearning,Efficient_Unlearning,6abab5ba7159586322da4e0184bf1e1a268dd288
Weitheskmt/WeiDMD,WeiDMD,3fc0d66c9333c4a0dd0ebac5b4219b14f0adc6a5
djcopley/ShellOracle,ShellOracle,3640afb367b40efbb547661ca9680eb90a0b2a7d
deltachat/chatmail,chatmail,3f2ec5472548c622802218ea9d5dcbf294df3bc7
tingxueronghua/ChartLlama-code,ChartLlama-code,fb0827627c46abd4b4d9f0628ce1213a8f196be5
DIAGNijmegen/HoVer-UNet,HoVer-UNet,03c6f31968feee4f4d7e719c4d0efe775ef28a9d
shadlc/FreeKill-Web-Panel,FreeKill-Web-Panel,91726e700213992fe59ce78e62614ee570ba21f3
Open-All-Scale-Causal-Engine/OpenASCE,OpenASCE,92f23108ee2290fcbc364b782ccda9a42f4a504f
alipay/PainlessInferenceAcceleration,PainlessInferenceAcceleration,8015f12f7fe32acc102bb3eb51c4f8b3a420e79c
gmftbyGMFTBY/Rep-Dropout,Rep-Dropout,9d0ea3da584eda15de0a5dd89a4827befd2eb67b
galatolofederico/microchain,microchain,b931f1afb21b601dfd8e1e8b343fe3ab39462164
Qualcomm-AI-research/outlier-free-transformers,outlier-free-transformers,1e59744972da808a90d9996027bfc274689594b8
mu-cai/ViP-LLaVA,ViP-LLaVA,77079b1e1990472598f1f8a6bb3f7f470100d191
itzshukla/STRANGER-SPAM,STRANGER-SPAM,aaef05a9500736a768bcb10616806058b2c9a454
WDoyle123/StellarPhysicsHub,StellarPhysicsHub,d8324566e2494e458668c6c70293ee7fdf53ab29
ku-dmlab/PORelDICE,PORelDICE,f759a97c74443c7c1889a58ea586d5d9a949752c
mit-ll-ai-technology/maite,maite,9a72e301d931833c9cb354b5fe1866030032a4f7
WHUlwb/Assisted_learning,Assisted_learning,3c3bf5410fd58243d65967dc4c514eed09cb65a5
opendilab/LLMRiddles,LLMRiddles,245622c04803d835092aa2c4e72f6a12c74818f6
NVlabs/EmerNeRF,EmerNeRF,8c051d7cccbad3b52c7b11a519c971b8ead97e1a
HumanAIGC/Cloth2Tex,Cloth2Tex,8c75480fff0cb0dde00c700beaa1c499d55ce989
MorvanZhou/rethink,rethink,4edc8591c456447fe18f35ef3fb53ab008509d98
wukan1986/polars_ta,polars_ta,79e0a3eb9b5f7a7d2c83e00cab8beb6297d02ec1
softwaredoug/searcharray,searcharray,29270eac0f8999b7f65718649df0fd02b071afe1
AsuradaYuci/TF-CLIP,TF-CLIP,497a4f24eee1385fc3b20eaaceb0aadd75ce851f
jags111/ComfyUI_Jags_Audiotools,ComfyUI_Jags_Audiotools,c460ead39b493a78aa38e032b1e4465bf4ad5ea5
ai-safety-foundation/sparse_autoencoder,sparse_autoencoder,b6ba6cb7c90372cb5462855c21e5f52fc9130557
fkostadinov/pygape,pygape,8ca07e0120052b4da608483a5a3cab6adcf2e7ad
allenai/unified-io-2,unified-io-2,502ac4d81239f82c891a9f412b000c3c8d4e2946
camenduru/ELYZA-japanese-Llama-2-13b-instruct-demo-hf,ELYZA-japanese-Llama-2-13b-instruct-demo-hf,318a2b7a9dab5c0b64e0fc2316f2025c4289aece
3dp-accelerometer/octoprint-accelerometer,octoprint-accelerometer,d9b4013942c9320c3f22a91d46db491ec286412f
SitaoLuan/When-Do-GNNs-Help,When-Do-GNNs-Help,399b09a424cee88f561c742047770bbc432d1f4f
facebookresearch/motif,motif,51b5f47312ef4cecab65ac3f0df384bc76fae555
akhilravidas/stack-sparrow,stack-sparrow,bd60fb4faeddacb499bb226cd37eb99d60737b7c
open-mmlab/PIA,PIA,73f06d741532295046807ac8e4042aa9ce7d4f27
city96/ComfyUI_ExtraModels,ComfyUI_ExtraModels,92f556ed4d3bec1a3f16117d2de10f195c36d68e
autonomousvision/mip-splatting,mip-splatting,dda02ab5ecf45d6edb8c540d9bb65c7e451345a9
jbusecke/dynamic_chunks,dynamic_chunks,8a571a8de1b45b2550ad540f6644aced34309db3
SKYline-Technical-Group/AdvancedDynamicServer-Python,AdvancedDynamicServer-Python,e5776b5c0b61aa0c2c735ddddfba20510a79bd82
zaigie/stream-infer,stream-infer,828dfe5800a1c756ee2d3f9ee39c55c885edf24f
Azure/azure-openai-benchmark,azure-openai-benchmark,e46e861659fb3855f0dbbf25d11feb7cf2a72bfc
ConnectAI-E/GitMaya,GitMaya,8333533f8dc852e6d940b12b674d23523c0fb21d
lucidrains/gateloop-transformer,gateloop-transformer,1ded1cb95af3677411103e8fd2cbf662287507bc
micheltlutz/Winged-Python,Winged-Python,1cc6e6bbfbc304865577825cac08d3920b9ee8c2
kinggongzilla/ai-clone-whatsapp,ai-clone-whatsapp,3a29c0cf97831a59662ed9fcab96361b47af61e5
rezaakb/pinns-tf2,pinns-tf2,6a6eb3bae412a3492abcca3aa400edc6f97a4c41
fepegar/jvol,jvol,820044b6ae794c46ed7ed5932cf69e3612f32867
stanleylsx/text_embedding,text_embedding,4837b99a71973b4028704ee679c2729dc7750c41
mlvlab/Flipped-VQA,Flipped-VQA,dc6e2e138d1114ef34a0949f4ef66ccdf7dd2723
liuzhao1225/YouDub,YouDub,2428ecaa8089ad433f1e292b0f6dfeded3596f86
BiQiWHU/CMFormer,CMFormer,27926bb164f72fa2456e8ac9b75fe13bfa704748
mmschlk/shapiq,shapiq,d1bd8acf35133f84c1c2bf1a275c824d90b008f6
codefuse-ai/Test-Agent,Test-Agent,b069644b32196c3bd84e9922031c1a3935a19051
Graph-and-Geometric-Learning/D4Explainer,D4Explainer,997b4c755fc19d0494c09bc3bd4925777ea53aca
jpjacobpadilla/Google-Colab-Selenium,Google-Colab-Selenium,9ce26abd1571a0847d67265d2660cc060560c17b
TACJu/Compositor,Compositor,f57bd0dec7136a5b92209fccbcf064c0cec539b8
alibaba/u2mot,u2mot,7411211d17cb893f5fcd6be39cd4e5f91cfe1586
Matrixeigs/UncertaintyManagementInteroperablePowerTransportationSystems,UncertaintyManagementInteroperablePowerTransportationSystems,4fd7a13d203a88eb9e268f40f506455541cb3e47
parklab/Salamander,Salamander,cb890938eed153776cca0c0c37e47d9685e703be
NobiDeveloper/Nobita-Filter-Bot,Nobita-Filter-Bot,5f360f644847948279b716ceeb682406991d9be5
KoeAI/LLVC,LLVC,1627c5d358cf9bb2b92b0ccc513d8b36807c923d
DegangWang97/IEEE_TGRS_PDBSNet,IEEE_TGRS_PDBSNet,056df862da723d4735226bcf266d5de412bd96d5
XLearning-SCU/2023-TPAMI-SMILE,2023-TPAMI-SMILE,fccbff01a0f0441b49b709887a64f1f36f070ab1
dazhangyu123/OCL,OCL,4e100ee41b201818dcc96b870d395f9bf241aa03
ej52/hass-ollama-conversation,hass-ollama-conversation,6fcd56dce59e8b1459a953cd656f8084a9462c60
